# MW tier-A correction candidates (unified engine) — score	wrong -> right	detectors	morph
210	pAripAlya -> paripAlya	[consensus,intra_dup]	
210	pAtrikA -> pAtrika	[consensus,intra_dup]	
210	pAwalya -> pAwalyA	[consensus,intra_dup]	
210	pUpAlikA -> pUpAlika	[consensus,intra_dup]	
210	pUtiganDikA -> pUtiganDika	[consensus,intra_dup]	
210	paRAya -> paRAyA	[consensus,intra_dup]	
210	paYci -> pAYci	[consensus,intra_dup]	
210	padaSabda -> pAdaSabda	[consensus,intra_dup]	
210	padmalAYCanA -> padmalAYCana	[consensus,intra_dup]	
210	parIRasA -> parIRasa	[consensus,intra_dup]	
210	paramezWA -> paramezWa	[consensus,intra_dup]	
210	paricakrA -> paricakra	[consensus,intra_dup]	
210	pfTivizWA -> pfTivizWa	[intra_dup,spell_correct]	
210	pfzWavah -> pfzWavAh	[consensus,intra_dup]	
210	piRqilA -> piRqila	[consensus,intra_dup]	
210	pitfgaRA -> pitfgaRa	[consensus,intra_dup]	
210	piwAkyA -> piwakyA	[consensus,intra_dup]	
210	prAgBava -> prAgBAva	[consensus,intra_dup]	
210	prAkPAlgunI -> prAkPalgunI	[consensus,intra_dup]	
210	praSAsya -> praSasya	[consensus,intra_dup]	
210	pradAva -> pradava	[consensus,intra_dup]	
210	prahAsita -> prahasita	[consensus,intra_dup]	
210	pratyudyata -> pratyudyAta	[consensus,intra_dup]	
210	praveSitA -> praveSita	[consensus,intra_dup]	
210	prayoktra -> prAyoktra	[consensus,intra_dup]	
210	premA -> prema	[consensus,intra_dup]	
210	priyAjana -> priyajana	[consensus,intra_dup]	
210	pruzwA -> pruzwa	[consensus,intra_dup]	
210	puzpahInA -> puzpahIna	[consensus,intra_dup]	
210	raTodDatA -> raTodData	[consensus,intra_dup]	
210	raktahaMsa -> raktahaMsA	[consensus,intra_dup]	
210	ratikarA -> ratikara	[consensus,intra_dup]	
210	rayidA -> rayida	[consensus,intra_dup]	
210	rudrasenA -> rudrasena	[consensus,intra_dup]	
210	saMDivigrahika -> sAMDivigrahika	[consensus,intra_dup]	
210	sahasraBujA -> sahasraBuja	[consensus,intra_dup]	
210	sahavratA -> sahavrata	[consensus,intra_dup]	
210	samAtIta -> samatIta	[consensus,intra_dup]	
210	samAvApti -> samavApti	[consensus,intra_dup]	
210	samaDurA -> samaDura	[consensus,intra_dup]	
210	samavAyika -> sAmavAyika	[consensus,intra_dup]	
210	sapattrA -> sapattra	[consensus,intra_dup]	
210	sarvaBakzA -> sarvaBakza	[consensus,intra_dup]	
210	sarvamAya -> sarvamaya	[consensus,intra_dup]	
210	sindUratilakA -> sindUratilaka	[consensus,intra_dup]	
210	smarya -> smArya	[consensus,intra_dup]	
210	sragDarA -> sragDara	[consensus,intra_dup]	
210	suSAntA -> suSAnta	[consensus,intra_dup]	
210	sucaritA -> sucarita	[consensus,intra_dup]	
210	suguptA -> sugupta	[consensus,intra_dup]	
210	suhitA -> suhita	[consensus,intra_dup]	
210	sukarRika -> sukarRikA	[consensus,intra_dup]	
210	surAgfha -> suragfha	[consensus,intra_dup]	
210	suvastrA -> suvastra	[consensus,intra_dup]	
210	suvidallA -> suvidalla	[consensus,intra_dup]	
210	tAmravfntA -> tAmravfnta	[consensus,intra_dup]	
210	tIrRA -> tIrRa	[consensus,intra_dup]	
210	takilA -> takila	[consensus,intra_dup]	
210	talaSabda -> tAlaSabda	[consensus,intra_dup]	
210	tamapraBA -> tamapraBa	[consensus,intra_dup]	
210	tapanatanayA -> tapanatanaya	[consensus,intra_dup]	
210	tulApragrAha -> tulApragraha	[consensus,intra_dup]	
210	udgAla -> udgala	[consensus,intra_dup]	
210	udvApana -> udvapana	[consensus,intra_dup]	
210	ukzARa -> ukzaRa	[consensus,intra_dup]	
210	unnAmita -> unnamita	[consensus,intra_dup]	
210	upAgamya -> upagamya	[consensus,intra_dup]	
210	upajIvA -> upajIva	[consensus,intra_dup]	
210	upakvARa -> upakvaRa	[consensus,intra_dup]	
210	upasTApanA -> upasTApana	[consensus,intra_dup]	
210	upavI -> upAvI	[consensus,intra_dup]	
210	utkaRWitA -> utkaRWita	[consensus,intra_dup]	
210	vANgAla -> vaNgAla	[consensus,intra_dup]	
210	vAsAta -> vAsata	[consensus,intra_dup]	
210	vacanakAra -> vacanakara	[consensus,intra_dup]	
210	vahli -> vAhli	[consensus,intra_dup]	
210	vahnigarBA -> vahnigarBa	[consensus,intra_dup]	
210	vajrAkAra -> vajrAkara	[consensus,intra_dup]	
210	vasnikA -> vasnika	[consensus,intra_dup]	
210	vfdDagArga -> vfdDagarga	[consensus,intra_dup]	
210	vicAlita -> vicalita	[consensus,intra_dup]	
210	vijAtA -> vijAta	[consensus,intra_dup]	
210	vikAritA -> vikArita	[consensus,intra_dup]	
210	vikAsita -> vikasita	[consensus,intra_dup]	
210	vikarya -> vikArya	[consensus,intra_dup]	
210	viliptA -> vilipta	[consensus,intra_dup]	
210	vinipatita -> vinipAtita	[consensus,intra_dup]	
210	vipralabDA -> vipralabDa	[consensus,intra_dup]	
210	virAwajA -> virAwaja	[consensus,intra_dup]	
210	visAritA -> visArita	[consensus,intra_dup]	
210	vizAkta -> vizakta	[consensus,intra_dup]	
210	vizAsyA -> vizAsya	[consensus,intra_dup]	
210	vraRahA -> vraRaha	[consensus,intra_dup]	
210	vyutkrAntA -> vyutkrAnta	[consensus,intra_dup]	
210	yamasaBA -> yamasaBa	[consensus,intra_dup]	
209	ASvasya -> ASvAsya	[consensus,intra_dup]	
209	ATarvaRi -> aTarvaRi	[consensus,intra_dup]	
209	AjAtaSAtrava -> AjAtaSatrava	[consensus,intra_dup]	
209	Alapya -> AlApya	[consensus,intra_dup]	
209	ApAtita -> Apatita	[consensus,intra_dup]	
209	ArAgrA -> ArAgra	[consensus,intra_dup]	
209	BArAkrAntA -> BArAkrAnta	[consensus,intra_dup]	
209	BAvAntara -> BavAntara	[consensus,intra_dup]	
209	BEkzacaryA -> BEkzacarya	[consensus,intra_dup]	
209	BavABava -> BavABAva	[consensus,intra_dup]	
209	BftyABAva -> BftyaBAva	[consensus,intra_dup]	
209	BftyADyApana -> BftyaDyApana	[consensus,intra_dup]	
209	BogAvAsA -> BogAvAsa	[consensus,intra_dup]	
209	BrAmita -> Bramita	[consensus,intra_dup]	
209	BrAtfjA -> BrAtfja	[consensus,intra_dup]	
209	BramAt -> Bramat	[consensus,intra_dup]	
209	BrazwA -> Brazwa	[consensus,intra_dup]	
209	DArAya -> DAraya	[consensus,intra_dup]	
209	DIralalitA -> DIralalita	[consensus,intra_dup]	
209	DUmitA -> DUmita	[consensus,intra_dup]	
209	DfzitA -> Dfzita	[consensus,intra_dup]	
209	GawIkara -> GawIkAra	[consensus,intra_dup]	
209	GorarUpA -> GorarUpa	[consensus,intra_dup]	
209	GuRwikA -> GuRwika	[consensus,intra_dup]	
209	KaqgahastA -> Kaqgahasta	[consensus,intra_dup]	
209	OpalA -> Opala	[consensus,intra_dup]	
209	OqavA -> Oqava	[consensus,intra_dup]	
209	Pariva -> PAriva	[consensus,intra_dup]	
209	SAbalyA -> SAbalya	[consensus,intra_dup]	
209	SaMkarapriyA -> SaMkarapriya	[consensus,intra_dup]	
209	SakvarA -> Sakvara	[consensus,intra_dup]	
209	SaraGAta -> SarAGAta	[consensus,intra_dup]	
209	SarkarikA -> Sarkarika	[consensus,intra_dup]	
209	SataSalAkA -> SataSalAka	[consensus,intra_dup]	
209	SilpakarI -> SilpakArI	[consensus,intra_dup]	
209	SrIgarBA -> SrIgarBa	[consensus,intra_dup]	
209	SrIkAmA -> SrIkAma	[consensus,intra_dup]	
209	SravaRaviDi -> SrAvaRaviDi	[consensus,intra_dup]	
209	Suklopala -> SuklopalA	[consensus,intra_dup]	
209	UQapUrva -> UQapUrvA	[consensus,intra_dup]	
209	aByuditA -> aByudita	[consensus,intra_dup]	
209	aPalakANkzin -> aPalAkANkzin	[consensus,intra_dup]	
209	antam -> Antam	[consensus,intra_dup]	
209	apaSrita -> apASrita	[consensus,intra_dup]	
209	apavIRA -> apavIRa	[consensus,intra_dup]	
209	arkatanayA -> arkatanaya	[consensus,intra_dup]	
209	ativakrA -> ativakra	[consensus,intra_dup]	
209	avacUqA -> avacUqa	[consensus,intra_dup]	
209	avamanya -> avamAnya	[consensus,intra_dup]	
209	avaroDikA -> avaroDika	[consensus,intra_dup]	
209	ayAvan -> ayavan	[consensus,intra_dup]	
209	bArhas -> barhas	[consensus,intra_dup]	
209	bahutaram -> bahutarAm	[consensus,intra_dup]	
209	banDudattA -> banDudatta	[consensus,intra_dup]	
209	brahmavfnda -> brahmavfndA	[consensus,intra_dup]	
209	budDarakzitA -> budDarakzita	[consensus,intra_dup]	
209	cArulocanA -> cArulocana	[consensus,intra_dup]	
209	caturantA -> caturanta	[consensus,intra_dup]	
209	cetAya -> cetaya	[consensus,intra_dup]	
209	cikArizu -> cikarizu	[consensus,intra_dup]	
209	cumbA -> cumba	[consensus,intra_dup]	
209	daSAlakzaRa -> daSalakzaRa	[consensus,intra_dup]	
209	dantASlizwa -> dantaSlizwa	[consensus,intra_dup]	
209	dattAmitrA -> dattAmitra	[consensus,intra_dup]	
209	dfQakaRwakA -> dfQakaRwaka	[consensus,intra_dup]	
209	divAkarasutA -> divAkarasuta	[consensus,intra_dup]	
209	dolAyAtrA -> dolayAtrA	[consensus,intra_dup]	
209	dvipaTA -> dvipaTa	[consensus,intra_dup]	
209	dvipuruzA -> dvipuruza	[consensus,intra_dup]	
209	ftaprajAtA -> ftaprajAta	[consensus,intra_dup]	
209	ftavyA -> ftavya	[consensus,intra_dup]	
209	gOkakzyA -> gOkakzya	[consensus,intra_dup]	
209	gaRagAri -> gARagAri	[consensus,intra_dup]	
209	garBaDAraRA -> garBaDAraRa	[consensus,intra_dup]	
209	garDanA -> garDana	[consensus,intra_dup]	
209	garvaya -> garvAya	[consensus,intra_dup]	
209	godugDA -> godugDa	[consensus,intra_dup]	
209	granTavistAra -> granTavistara	[consensus,intra_dup]	
209	hahAla -> hahala	[consensus,intra_dup]	
209	hastaDAraRA -> hastaDAraRa	[consensus,intra_dup]	
209	hastiSuRqa -> hastiSuRqA	[consensus,intra_dup]	
209	hayi -> hAyi	[consensus,intra_dup]	
209	hemABA -> hemABa	[consensus,intra_dup]	
209	herukA -> heruka	[consensus,intra_dup]	
209	hmAla -> hmala	[consensus,intra_dup]	
209	huqukkA -> huqukka	[consensus,intra_dup]	
209	izvA -> izva	[consensus,intra_dup]	
209	jIvASA -> jIvASa	[consensus,intra_dup]	
209	jYata -> jYAta	[consensus,intra_dup]	
209	janaMgamA -> janaMgama	[consensus,intra_dup]	
209	janaSrutA -> janaSruta	[consensus,intra_dup]	
209	jayadA -> jayada	[consensus,intra_dup]	
209	jozaRA -> jozaRa	[consensus,intra_dup]	
209	juzwA -> juzwa	[consensus,intra_dup]	
209	kAlodayin -> kAlodAyin	[consensus,intra_dup]	
209	kAmaduhA -> kAmaduha	[consensus,intra_dup]	
209	kOtukitA -> kOtukita	[consensus,intra_dup]	
209	kaWaSAWin -> kAWaSAWin	[consensus,intra_dup]	
209	kalukkA -> kalukka	[consensus,intra_dup]	
209	kaluzaya -> kaluzAya	[consensus,intra_dup]	
209	kalyARakAra -> kalyARakara	[consensus,intra_dup]	
209	kamandaka -> kAmandaka	[consensus,intra_dup]	
209	kampilyaka -> kAmpilyaka	[consensus,intra_dup]	
209	karAlavadanA -> karAlavadana	[consensus,intra_dup]	
209	kavarIBara -> kavarIBAra	[consensus,intra_dup]	
209	kirikA -> kirika	[consensus,intra_dup]	
209	kzAntA -> kzAnta	[consensus,intra_dup]	
209	kzIraSarA -> kzIraSara	[consensus,intra_dup]	
209	lalitalocanA -> lalitalocana	[consensus,intra_dup]	
209	lawaBA -> lawaBa	[consensus,intra_dup]	
209	loBitA -> loBita	[consensus,intra_dup]	
209	mADavIyA -> mADavIya	[consensus,intra_dup]	
209	mADyAvarza -> maDyAvarza	[consensus,intra_dup]	
209	mADyamikA -> mADyamika	[consensus,intra_dup]	
209	mAdayitf -> madayitf	[consensus,intra_dup]	
209	mAlavadeSa -> malavadeSa	[consensus,intra_dup]	
209	mAnaparA -> mAnapara	[consensus,intra_dup]	
209	mAtfdattA -> mAtfdatta	[consensus,intra_dup]	
209	mAyUrikA -> mAyUrika	[consensus,intra_dup]	
209	mOKaryA -> mOKarya	[consensus,intra_dup]	
209	maDyasTitA -> maDyasTita	[consensus,intra_dup]	
209	madAnDA -> madAnDa	[consensus,intra_dup]	
209	manodattA -> manodatta	[consensus,intra_dup]	
209	meGagarjanA -> meGagarjana	[consensus,intra_dup]	
209	mfgalocana -> mfgalocanA	[consensus,intra_dup]	
209	mudAkara -> mudakara	[consensus,intra_dup]	
209	muktabanDanA -> muktabanDana	[consensus,intra_dup]	
209	nArakapAla -> narakapAla	[consensus,intra_dup]	
209	nEvAsikA -> nEvAsika	[consensus,intra_dup]	
209	nIlavarRA -> nIlavarRa	[consensus,intra_dup]	
209	namatra -> namAtra	[consensus,intra_dup]	
209	nazwarUpA -> nazwarUpa	[consensus,intra_dup]	
209	nirvIrA -> nirvIra	[consensus,intra_dup]	
209	nizkumBA -> nizkumBa	[consensus,intra_dup]	
209	pARigrahaRIyA -> pARigrahaRIya	[consensus,intra_dup]	
209	pARquraNgA -> pARquraNga	[consensus,intra_dup]	
209	pAdAravinda -> padAravinda	[consensus,intra_dup]	
209	pUjanIyA -> pUjanIya	[consensus,intra_dup]	
209	padAhata -> pAdAhata	[consensus,intra_dup]	
209	padmAkAra -> padmAkara	[consensus,intra_dup]	
209	pallavikA -> pallavika	[consensus,intra_dup]	
209	palvalatIra -> pAlvalatIra	[consensus,intra_dup]	
209	paribarhaRA -> paribarhaRa	[consensus,intra_dup]	
209	pattrapuzpA -> pattrapuzpa	[consensus,intra_dup]	
209	prAgdakziRA -> prAgdakziRa	[consensus,intra_dup]	
209	prAptakAlA -> prAptakAla	[consensus,intra_dup]	
209	prAsAdasTa -> prasAdasTa	[consensus,intra_dup]	
209	praDanottama -> praDAnottama	[consensus,intra_dup]	
209	praSAmita -> praSamita	[consensus,intra_dup]	
209	prabAlikA -> prabAlika	[consensus,intra_dup]	
209	prajAnuka -> prajanuka	[consensus,intra_dup]	
209	pramitAkzara -> pramitAkzarA	[consensus,intra_dup]	
209	pramoditA -> pramodita	[consensus,intra_dup]	
209	prasidDA -> prasidDa	[consensus,intra_dup]	
209	pratipakzitA -> pratipakzita	[consensus,intra_dup]	
209	pravfttA -> pravftta	[consensus,intra_dup]	
209	pravizwA -> pravizwa	[consensus,intra_dup]	
209	prohyapAdi -> prohyapadi	[consensus,intra_dup]	
209	pulikA -> pulika	[consensus,intra_dup]	
209	purunizWA -> purunizWa	[consensus,intra_dup]	
209	rAgadA -> rAgada	[consensus,intra_dup]	
209	rAjasutA -> rAjasuta	[consensus,intra_dup]	
209	rAjatanayA -> rAjatanaya	[consensus,intra_dup]	
209	raTapada -> raTapAda	[consensus,intra_dup]	
209	raYjA -> raYja	[consensus,intra_dup]	
209	rahasAnandin -> rahasanandin	[consensus,intra_dup]	
209	ranDasa -> rAnDasa	[consensus,intra_dup]	
209	rasAhvA -> rasAhva	[consensus,intra_dup]	
209	rudrasomA -> rudrasoma	[consensus,intra_dup]	
209	sADukftyA -> sADukftya	[consensus,intra_dup]	
209	sOmyadarSanA -> sOmyadarSana	[consensus,intra_dup]	
209	sUratA -> sUrata	[consensus,intra_dup]	
209	saBAcAra -> saBAcara	[consensus,intra_dup]	
209	saMcAla -> saMcala	[consensus,intra_dup]	
209	saMkrAntA -> saMkrAnta	[consensus,intra_dup]	
209	saSAlka -> saSalka	[consensus,intra_dup]	
209	sahasrapozA -> sahasrapoza	[consensus,intra_dup]	
209	sahoQajA -> sahoQaja	[consensus,intra_dup]	
209	samAnarUpA -> samAnarUpa	[consensus,intra_dup]	
209	sambADanA -> sambADana	[consensus,intra_dup]	
209	sampratIkza -> sampratIkzA	[consensus,intra_dup]	
209	sampravAdana -> sampravadana	[consensus,intra_dup]	
209	samudraraSanA -> samudraraSana	[consensus,intra_dup]	
209	samupAsTita -> samupasTita	[consensus,intra_dup]	
209	saptaSivA -> saptaSiva	[consensus,intra_dup]	
209	sarvasaMsTA -> sarvasaMsTa	[consensus,intra_dup]	
209	sfjayA -> sfjaya	[consensus,intra_dup]	
209	sfzwA -> sfzwa	[consensus,intra_dup]	
209	skanDavaha -> skanDavAha	[consensus,intra_dup]	
209	somABa -> somABA	[consensus,intra_dup]	
209	spfSyA -> spfSya	[consensus,intra_dup]	
209	suBImA -> suBIma	[consensus,intra_dup]	
209	suBawA -> suBawa	[consensus,intra_dup]	
209	suKAhAra -> suKAhara	[consensus,intra_dup]	
209	suKakAra -> suKakara	[consensus,intra_dup]	
209	sumanoharA -> sumanohara	[consensus,intra_dup]	
209	svAnuBava -> svAnuBAva	[consensus,intra_dup]	
209	svanurUpa -> svAnurUpa	[consensus,intra_dup]	
209	svaruh -> svAruh	[consensus,intra_dup]	
209	svayamAtfRRA -> svayamAtfRRa	[intra_dup,spell_correct]	
209	syAd -> syad	[consensus,intra_dup]	
209	syUnA -> syUna	[consensus,intra_dup]	
209	tArasTAna -> tarasTAna	[consensus,intra_dup]	
209	tAritf -> taritf	[consensus,intra_dup]	
209	tUzRIkam -> tUzRIkAm	[consensus,intra_dup]	
209	totalA -> totala	[consensus,intra_dup]	
209	trEDAtavIyA -> trEDAtavIya	[consensus,intra_dup]	
209	tryanIkA -> tryanIka	[consensus,intra_dup]	
209	tyajita -> tyAjita	[consensus,intra_dup]	
209	upAlakzya -> upalakzya	[consensus,intra_dup]	
209	upaDUpitA -> upaDUpita	[consensus,intra_dup]	
209	upaSrita -> upASrita	[consensus,intra_dup]	
209	upacaritavyA -> upacaritavya	[consensus,intra_dup]	
209	upakumBA -> upakumBa	[consensus,intra_dup]	
209	upoQA -> upoQa	[consensus,intra_dup]	
209	vAmanata -> vAmanatA	[consensus,intra_dup]	
209	vArAhasaMhitA -> varAhasaMhitA	[consensus,intra_dup]	
209	vAtAvat -> vAtavat	[consensus,intra_dup]	
209	vAtona -> vAtonA	[consensus,intra_dup]	
209	vAyugopA -> vAyugopa	[consensus,intra_dup]	
209	vAyusamBavA -> vAyusamBava	[consensus,intra_dup]	
209	vItaSokA -> vItaSoka	[consensus,intra_dup]	
209	vahnivallaBA -> vahnivallaBa	[consensus,intra_dup]	
209	vahyakA -> vahyaka	[consensus,intra_dup]	
209	vajraGAta -> vajrAGAta	[consensus,intra_dup]	
209	vakrapada -> vakrapAda	[consensus,intra_dup]	
209	vakrozWika -> vakrozWikA	[consensus,intra_dup]	
209	vareRA -> vareRa	[consensus,intra_dup]	
209	varizA -> variza	[consensus,intra_dup]	
209	vasantasenA -> vasantasena	[consensus,intra_dup]	
209	vetaRqA -> vetaRqa	[consensus,intra_dup]	
209	vetraDarA -> vetraDara	[consensus,intra_dup]	
209	vfdDasenA -> vfdDasena	[consensus,intra_dup]	
209	vfkzaropaka -> vfkzAropaka	[consensus,intra_dup]	
209	vftrahatyA -> vftrahatya	[consensus,intra_dup]	
209	vfzAvAha -> vfzavAha	[consensus,intra_dup]	
209	vidrutA -> vidruta	[consensus,intra_dup]	
209	vijitvarA -> vijitvara	[consensus,intra_dup]	
209	vikarRikA -> vikarRika	[consensus,intra_dup]	
209	vikrIqA -> vikrIqa	[consensus,intra_dup]	
209	vikuRWanA -> vikuRWana	[consensus,intra_dup]	
209	vimuKita -> vimuKitA	[consensus,intra_dup]	
209	visUritA -> visUrita	[consensus,intra_dup]	
209	viyutA -> viyuta	[consensus,intra_dup]	
209	vratacarya -> vratacaryA	[consensus,intra_dup]	
209	vyAGrAsyA -> vyAGrAsya	[consensus,intra_dup]	
209	wvAla -> wvala	[consensus,intra_dup]	
209	yAmIrA -> yAmIra	[consensus,intra_dup]	
209	yuzmA -> yuzma	[consensus,intra_dup]	
207	KamUlI -> KamUli	[consensus,intra_dup]	
207	PelI -> Peli	[consensus,intra_dup]	
207	SItaparRi -> SItaparRI	[consensus,intra_dup]	
207	SrIta -> Srita	[consensus,intra_dup]	
207	anyarAzwriya -> anyarAzwrIya	[consensus,intra_dup]	
207	bandIgraha -> bandigraha	[consensus,intra_dup]	
207	cIllakA -> cillakA	[consensus,intra_dup]	
207	hriRiyA -> hriRIyA	[consensus,intra_dup]	
207	jANgalI -> jANgali	[consensus,intra_dup]	
207	kAmalI -> kAmali	[consensus,intra_dup]	
207	kUcIkA -> kUcikA	[consensus,intra_dup]	
207	mOktikAvalI -> mOktikAvali	[consensus,intra_dup]	
207	mocI -> moci	[consensus,intra_dup]	
207	nIr -> nir	[consensus,intra_dup]	
207	nIvezya -> nivezya	[consensus,intra_dup]	
207	nika -> nIka	[consensus,intra_dup]	
207	pAkalI -> pAkali	[consensus,intra_dup]	
207	pAyIka -> pAyika	[consensus,intra_dup]	
207	parIsaryA -> parisaryA	[consensus,intra_dup]	
207	tintilIkA -> tintilikA	[consensus,intra_dup]	
207	vAguji -> vAgujI	[consensus,intra_dup]	
207	vadantI -> vadanti	[consensus,intra_dup]	
207	varRatUlI -> varRatUli	[consensus,intra_dup]	
207	vikriqa -> vikrIqa	[consensus,intra_dup]	
206	BAravI -> BAravi	[consensus,intra_dup]	
206	BOliNgI -> BOliNgi	[consensus,intra_dup]	
206	BfNgarIwi -> BfNgariwi	[consensus,intra_dup]	
206	DUlimaya -> DUlImaya	[consensus,intra_dup]	
206	DunDurI -> DunDuri	[consensus,intra_dup]	
206	IlinI -> ilinI	[consensus,intra_dup]	
206	JirIkA -> JirikA	[consensus,intra_dup]	
206	SIlavftti -> Silavftti	[consensus,intra_dup]	
206	arAlI -> arAli	[consensus,intra_dup]	
206	dEvAkarI -> dEvAkari	[consensus,intra_dup]	
206	dyoBUmI -> dyoBUmi	[consensus,intra_dup]	
206	guRi -> guRI	[consensus,intra_dup]	
206	jyotizIka -> jyotizika	[consensus,intra_dup]	
206	kftasApatnIkA -> kftasApatnikA	[consensus,intra_dup]	
206	kikI -> kiki	[consensus,intra_dup]	
206	kreRI -> kreRi	[consensus,intra_dup]	
206	kulapAlI -> kulapAli	[consensus,intra_dup]	
206	kulawApatI -> kulawApati	[consensus,intra_dup]	
206	mAwIyAri -> mAwiyAri	[consensus,intra_dup]	
206	nAmAvali -> nAmAvalI	[consensus,intra_dup]	
206	pippIkA -> pippikA	[consensus,intra_dup]	
206	plAkzI -> plAkzi	[consensus,intra_dup]	
206	prahelI -> praheli	[consensus,intra_dup]	
206	prapAdIka -> prapAdika	[consensus,intra_dup]	
206	saMsArataraRI -> saMsArataraRi	[consensus,intra_dup]	
206	sarvOzaDI -> sarvOzaDi	[consensus,intra_dup]	
206	simIka -> sImIka	[consensus,intra_dup]	
206	tarItf -> taritf	[consensus,intra_dup]	
206	vaMSIvAdya -> vaMSivAdya	[consensus,intra_dup]	
206	wiRwiRIkA -> wiRwiRikA	[consensus,intra_dup]	
206	yamakowI -> yamakowi	[consensus,intra_dup]	
206	yuvaKalatI -> yuvaKalati	[consensus,intra_dup]	
204	ASIna -> AsIna	[consensus,intra_dup]	
204	BarUja -> Baruja	[consensus,intra_dup]	
204	SOcika -> sOcika	[consensus,intra_dup]	
204	SUnavat -> sUnavat	[consensus,intra_dup]	
204	SamasTalI -> samasTalI	[consensus,intra_dup]	
204	SarePa -> sarePa	[consensus,intra_dup]	
204	akzAMsa -> akzAMSa	[consensus,intra_dup]	
204	jumaranandin -> jUmaranandin	[consensus,intra_dup]	
204	kaYcula -> kaYcUla	[consensus,intra_dup]	
204	kosalAtmajA -> koSalAtmajA	[consensus,intra_dup]	
204	mAtfbanDU -> mAtfbanDu	[consensus,intra_dup]	
204	maDyamapUruza -> maDyamapuruza	[consensus,intra_dup]	
204	sAriPala -> SAriPala	[consensus,intra_dup]	
204	sIrRa -> SIrRa	[consensus,intra_dup]	
204	sarvatanU -> sarvatanu	[consensus,intra_dup]	
204	srAvayitavya -> SrAvayitavya	[consensus,intra_dup]	
204	svaBakza -> SvaBakza	[consensus,intra_dup]	
203	ADAtavya -> AdAtavya	[consensus,intra_dup]	
203	SiroDAman -> SirodAman	[consensus,intra_dup]	
203	apAzWi -> apAzwi	[consensus,intra_dup]	
203	arpiSa -> arpisa	[consensus,intra_dup]	
203	baDva -> badva	[consensus,intra_dup]	
203	dadrUrogin -> dadrurogin	[consensus,intra_dup]	
203	davara -> Davara	[consensus,intra_dup]	
203	dfzwaraTa -> DfzwaraTa	[consensus,intra_dup]	
203	garmUwikA -> garmuwikA	[consensus,intra_dup]	
203	hanuza -> hanUza	[consensus,intra_dup]	
203	kadrURa -> kadruRa	[consensus,intra_dup]	
203	koWaka -> kowaka	[consensus,intra_dup]	
203	kulinI -> kUlinI	[consensus,intra_dup]	
203	kuruRWa -> kuruRwa	[consensus,intra_dup]	
203	muhuS -> muhus	[consensus,intra_dup]	
203	nizkASanIya -> nizkAsanIya	[consensus,intra_dup]	
203	pAsI -> pASI	[consensus,intra_dup]	
203	paraSvat -> parasvat	[consensus,intra_dup]	
203	sANguzWA -> SANguzWA	[consensus,intra_dup]	
203	sabalatA -> SabalatA	[consensus,intra_dup]	
203	sadri -> Sadri	[consensus,intra_dup]	
203	sivaka -> Sivaka	[consensus,intra_dup]	
203	tanubala -> tanUbala	[consensus,intra_dup]	
203	trayaS -> trayas	[consensus,intra_dup]	
203	upADAya -> upAdAya	[consensus,intra_dup]	
203	vAhaBraMs -> vAhaBraMS	[consensus,intra_dup]	
203	vaYcUka -> vaYcuka	[consensus,intra_dup]	
203	varatanU -> varatanu	[consensus,intra_dup]	
203	vidas -> viDas	[consensus,intra_dup]	
203	vyadya -> vyaDya	[consensus,intra_dup]	
202	ASyAma -> ASyAna	[consensus,intra_dup]	
202	Barjita -> varjita	[consensus,intra_dup]	
202	Darmakoza -> DarmakoSa	[consensus,intra_dup]	
202	JAwali -> jAwali	[consensus,intra_dup]	
202	Jarat -> jarat	[consensus,intra_dup]	
202	Ola -> ola	[consensus,intra_dup]	
202	SoDikA -> SODikA	[consensus,intra_dup]	
202	aBitfpta -> avitfpta	[consensus,intra_dup]	
202	akzapAta -> akzapAwa	[consensus,intra_dup]	
202	anvetave -> anvetavE	[consensus,intra_dup]	
202	arbuka -> arvuka	[consensus,intra_dup]	
202	ativI -> atiBI	[consensus,intra_dup]	
202	bariSI -> variSI	[consensus,intra_dup]	
202	dAvat -> DAvat	[consensus,intra_dup]	
202	dEvAvfD -> devAvfD	[consensus,intra_dup]	
202	dEvanirmita -> devanirmita	[consensus,intra_dup]	
202	devAripa -> dEvAripa	[consensus,intra_dup]	
202	ekapadika -> Ekapadika	[consensus,intra_dup]	
202	gOrAwikA -> gorAwikA	[consensus,intra_dup]	
202	gaqAKya -> gadAKya	[consensus,intra_dup]	
202	gorAsya -> gOrAsya	[consensus,intra_dup]	
202	gupita -> guPita	[consensus,intra_dup]	
202	halIma -> halIna	[consensus,intra_dup]	
202	kanakaPala -> kanakapala	[consensus,intra_dup]	
202	karRaja -> karmaja	[consensus,intra_dup]	
202	karSita -> karzita	[consensus,intra_dup]	
202	koSIDAnya -> kOSIDAnya	[consensus,intra_dup]	
202	kzIrapAna -> kzIrapARa	[consensus,intra_dup]	
202	mapuzWaka -> mapuzwaka	[consensus,intra_dup]	
202	mftadAra -> mftaDAra	[consensus,intra_dup]	
202	nardanIya -> mardanIya	[consensus,intra_dup]	
202	nudita -> mudita	[consensus,intra_dup]	
202	parizyandana -> parisyandana	[consensus,intra_dup]	
202	praniMsitavya -> praRiMsitavya	[consensus,intra_dup]	
202	pravaBra -> prabaBra	[consensus,intra_dup]	
202	pravardaka -> pravarDaka	[consensus,intra_dup]	
